component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
599	Borowiec2015_Total1080	OG1137.fasta.aln_gene129	1	2	1.0			P78383.1	RecName: Full=Solute carrier family 35 member B1; AltName: Full=UDP-galactose transporter-related protein 1; Short=UGTrel1; Short=hUGTrel1	GO:0030176; GO:0030173; GO:0043231; GO:0022857; GO:0005459; GO:0005460; GO:0008643; GO:0072334	False
599	Hejnol2009	Tribe1433_0	1	2	1.0			Q8AWB6.1	RecName: Full=Solute carrier family 35 member B1; AltName: Full=Endoplasmic reticulum nucleotide sugar transporter 1	GO:0030176; GO:0030173; GO:0022857; GO:0005459; GO:0005460; GO:0008643; GO:0072334	False
600	Simion2017	V2META10986-2-42-Calc_Hmm10-BMGE05	1	2	1.0			Q9W391.2	RecName: Full=Probable phosphorylase b kinase regulatory subunit alpha; Short=Phosphorylase kinase subunit alpha	GO:0005964; GO:0005886; GO:0005516; GO:0003824; GO:0005977; GO:0006468	False
600	Borowiec2015_Total1080	OG1141.fasta.aln_gene133	1	2	1.0			P12798.3	RecName: Full=Phosphorylase b kinase regulatory subunit beta; Short=Phosphorylase kinase subunit beta	GO:0005886; GO:0005516; GO:0003824; GO:0005977	False
601	Hejnol2009	Tribe3470_0	1	2	1.0			Q86YH6.2	RecName: Full=Decaprenyl-diphosphate synthase subunit 2; AltName: Full=All-trans-decaprenyl-diphosphate synthase subunit 2; AltName: Full=Candidate tumor suppressor protein; AltName: Full=Decaprenyl pyrophosphate synthase subunit 2	GO:0005829; GO:0005759; GO:1990234; GO:0046982; GO:0000010; GO:0050347; GO:0008299; GO:0051290; GO:0050878; GO:0006744	False
601	Borowiec2015_Total1080	OG1146.fasta.aln_gene138	1	2	1.0			Q5U2R1.1	RecName: Full=Decaprenyl-diphosphate synthase subunit 2; AltName: Full=All-trans-decaprenyl-diphosphate synthase subunit 2; AltName: Full=Decaprenyl pyrophosphate synthase subunit 2	GO:0005829; GO:0005739; GO:1990234; GO:0046982; GO:0000010; GO:0050347; GO:0008299; GO:0051290; GO:0050878; GO:0006744	False
602	Borowiec2015_Total1080	OG115.fasta.aln_gene153	1	2	1.0			Q14679.2	RecName: Full=Tubulin polyglutamylase TTLL4; AltName: Full=Tubulin--tyrosine ligase-like protein 4	GO:0005929; GO:0005829; GO:0005874; GO:0005524; GO:0070739; GO:0015631; GO:0070740; GO:0018200; GO:0018095	False
602	Simion2017	V2META10062-2-1-42-Calc_Hmm10-BMGE05	1	2	1.0			Q80UG8.3	RecName: Full=Tubulin polyglutamylase TTLL4; AltName: Full=Tubulin--tyrosine ligase-like protein 4	GO:0005929; GO:0005737; GO:0005874; GO:0005524; GO:0070739; GO:0015631; GO:0018200; GO:0018095	False
603	Simion2017	V2META13322-42-Calc_Hmm10-BMGE05	1	2	1.0			Q8TCT9.1	RecName: Full=Minor histocompatibility antigen H13; AltName: Full=Intramembrane protease 1; Short=IMP-1; Short=IMPAS-1; Short=hIMP1; AltName: Full=Presenilin-like protein 3; AltName: Full=Signal peptide peptidase	GO:0009986; GO:0036513; GO:0005783; GO:0005789; GO:0071458; GO:0071556; GO:0016020; GO:0005886; GO:0005791; GO:0042500; GO:0008233; GO:0042803; GO:0031625; GO:0033619; GO:1904211; GO:0051289; GO:0006465	False
603	Borowiec2015_Total1080	OG1152.fasta.aln_gene145	1	2	1.0	EOG091G0EHF	signal peptide peptidase like 3	Q9D8V0.1	RecName: Full=Minor histocompatibility antigen H13; AltName: Full=Presenilin-like protein 3; AltName: Full=Signal peptide peptidase	GO:0009986; GO:0036513; GO:0005783; GO:0005789; GO:0071458; GO:0071556; GO:0005886; GO:0005791; GO:0042500; GO:0008233; GO:0042803; GO:0031625; GO:0033619; GO:1904211; GO:0006465	False
604	Ryan2013_est	gene267	1	2	1.0	EOG091G0IUT	ubiquitin-conjugating enzyme E2, J2	Q2TA03.1	RecName: Full=Ubiquitin-conjugating enzyme E2 J2; AltName: Full=E2 ubiquitin-conjugating enzyme J2	GO:0005783; GO:0005789; GO:0016021; GO:0005524; GO:0061631; GO:0000209; GO:0006986; GO:0030433	False
604	Borowiec2015_Total1080	OG1157.fasta.aln_gene150	1	2	1.0	EOG091G0IUT	ubiquitin-conjugating enzyme E2, J2	Q2TA03.1	RecName: Full=Ubiquitin-conjugating enzyme E2 J2; AltName: Full=E2 ubiquitin-conjugating enzyme J2	GO:0005783; GO:0005789; GO:0016021; GO:0005524; GO:0061631; GO:0000209; GO:0006986; GO:0030433	False
605	Simion2017	V2META13262-42-Calc_Hmm10-BMGE05	1	2	1.0			Q96VA4.1	RecName: Full=1,4-alpha-glucan-branching enzyme; AltName: Full=Glycogen-branching enzyme	GO:0003844; GO:0102752; GO:0043169; GO:0004553; GO:0005978	False
605	Borowiec2015_Total1080	OG123.fasta.aln_gene163	1	2	1.0			Q6CCT1.1	RecName: Full=1,4-alpha-glucan-branching enzyme; AltName: Full=Glycogen-branching enzyme	GO:0003844; GO:0102752; GO:0043169; GO:0004553; GO:0005975; GO:0005978	False
606	Borowiec2015_Total1080	OG134.fasta.aln_gene174	1	2	1.0			Q5RFG0.1	RecName: Full=Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial; Flags: Precursor	GO:0005739; GO:0005777; GO:0016853; GO:0006635	False
606	Ryan2013_est	gene39	1	2	1.0			Q62651.2	RecName: Full=Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial; Flags: Precursor	GO:0005739; GO:0005777; GO:0051750; GO:0005102; GO:0006635	False
607	Simion2017	V2META11583-2-42-Calc_Hmm10-BMGE05	1	2	1.0			O60341.2	RecName: Full=Lysine-specific histone demethylase 1A; AltName: Full=BRAF35-HDAC complex protein BHC110; AltName: Full=Flavin-containing amine oxidase domain-containing protein 2	GO:1990391; GO:0000790; GO:0000784; GO:0005654; GO:0005634; GO:0032991; GO:0005667; GO:0050681; GO:0003682; GO:0032451; GO:0019899; GO:0050660; GO:0004407; GO:0032452; GO:0034648; GO:0032453; GO:0032454; GO:0043426; GO:0030374; GO:0016491; GO:0002039; GO:0001085; GO:0042162; GO:0061752; GO:0008134; GO:0044212; GO:0000380; GO:0007596; GO:0071320; GO:0071480; GO:0034644; GO:0021987; GO:0046098; GO:0034720; GO:0033169; GO:0055001; GO:0043392; GO:0043518; GO:0043433; GO:0051572; GO:0051573; GO:1902166; GO:0032091; GO:0000122; GO:0045892; GO:0042551; GO:0045793; GO:0035563; GO:0120162; GO:0051091; GO:0033184; GO:2000179; GO:0002052; GO:0010976; GO:2000648; GO:0045944; GO:0006482; GO:1903827; GO:0010569; GO:0006357; GO:0060992	False
607	Borowiec2015_Total1080	OG138.fasta.aln_gene177	1	2	1.0			O60341.2	RecName: Full=Lysine-specific histone demethylase 1A; AltName: Full=BRAF35-HDAC complex protein BHC110; AltName: Full=Flavin-containing amine oxidase domain-containing protein 2	GO:1990391; GO:0000790; GO:0000784; GO:0005654; GO:0005634; GO:0032991; GO:0005667; GO:0050681; GO:0003682; GO:0032451; GO:0019899; GO:0050660; GO:0004407; GO:0032452; GO:0034648; GO:0032453; GO:0032454; GO:0043426; GO:0030374; GO:0016491; GO:0002039; GO:0001085; GO:0042162; GO:0061752; GO:0008134; GO:0044212; GO:0000380; GO:0007596; GO:0071320; GO:0071480; GO:0034644; GO:0021987; GO:0046098; GO:0034720; GO:0033169; GO:0055001; GO:0043392; GO:0043518; GO:0043433; GO:0051572; GO:0051573; GO:1902166; GO:0032091; GO:0000122; GO:0045892; GO:0042551; GO:0045793; GO:0035563; GO:0120162; GO:0051091; GO:0033184; GO:2000179; GO:0002052; GO:0010976; GO:2000648; GO:0045944; GO:0006482; GO:1903827; GO:0010569; GO:0006357; GO:0060992	False
608	Hejnol2009	Tribe2929_0	1	2	1.0	EOG091G08O3	ATPase, AAA-type, core	Q7ZTL7.1	RecName: Full=Mitochondrial chaperone BCS1; AltName: Full=BCS1-like protein	GO:0016021; GO:0005743; GO:0005524; GO:0034551	False
608	Borowiec2015_Total1080	OG141.fasta.aln_gene181	1	2	1.0	EOG091G08O3	ATPase, AAA-type, core	Q7ZTL7.1	RecName: Full=Mitochondrial chaperone BCS1; AltName: Full=BCS1-like protein	GO:0016021; GO:0005743; GO:0005524; GO:0034551	False
609	Borowiec2015_Total1080	OG149.fasta.aln_gene188	1	2	1.0	EOG091G07KL	Protein arginine N-methyltransferase	Q5U4E8.1	RecName: Full=Protein arginine N-methyltransferase 7; AltName: Full=Histone-arginine N-methyltransferase PRMT7; AltName: Full=[Myelin basic protein]-arginine N-methyltransferase PRMT7	GO:0005829; GO:0001650; GO:0005654; GO:0005634; GO:0016277; GO:0044020; GO:0008469; GO:0035242; GO:0035241; GO:0035243; GO:0043021; GO:0030154; GO:0043046; GO:0034969; GO:0018216; GO:0006349; GO:0006355; GO:0000387	False
609	Hejnol2009	Tribe3357_0	1	2	1.0	EOG091G07KL	Protein arginine N-methyltransferase	A2AV36.1	RecName: Full=Protein arginine N-methyltransferase 7; AltName: Full=Histone-arginine N-methyltransferase PRMT7; AltName: Full=[Myelin basic protein]-arginine N-methyltransferase PRMT7	GO:0005829; GO:0005634; GO:0044020; GO:0008469; GO:0035242; GO:0035241; GO:0035243; GO:0008757; GO:0030154; GO:0043046; GO:0034969; GO:0018216; GO:0006349; GO:0006355; GO:0000387	False
610	Simion2017	V2META16960-42-Calc_Hmm10-BMGE05	1	2	1.0			Q95SX8.1	RecName: Full=N-alpha-acetyltransferase 60; Short=dNaa60; AltName: Full=NatF catalytic subunit	GO:0005737; GO:0000139; GO:0010485; GO:0004402; GO:0004596; GO:0007059; GO:0016573; GO:0043966; GO:0043967; GO:0017196	False
610	Borowiec2015_Total1080	OG150.fasta.aln_gene190	1	2	1.0	EOG091G0L3L	N(alpha)-acetyltransferase 60, NatF catalytic subunit	A3KPA3.1	RecName: Full=N-alpha-acetyltransferase 60; AltName: Full=Histone acetyltransferase type B protein 4; Short=HAT4; AltName: Full=N-acetyltransferase 15; AltName: Full=N-alpha-acetyltransferase F; Short=NatF	GO:0000139; GO:0010485; GO:0004596; GO:0042803; GO:0008283; GO:0007059; GO:0043966; GO:0043967; GO:0017196; GO:0006474; GO:0006334	False
611	Borowiec2015_Total1080	OG152.fasta.aln_gene192	1	2	1.0			Q5R966.1	RecName: Full=AN1-type zinc finger protein 2A	GO:0005737; GO:0005634; GO:0008270	False
611	Simion2017	V2META13813-42-Calc_Hmm10-BMGE05	1	2	1.0			Q9JII7.1	RecName: Full=AN1-type zinc finger protein 2A; AltName: Full=Arsenite-inducible RNA-associated protein	GO:0005737; GO:0005634; GO:0000502; GO:0008270; GO:0071243; GO:0032436	False
612	Borowiec2015_Total1080	OG154.fasta.aln_gene194	1	2	1.0			Q1RMP0.1	RecName: Full=DNA-directed RNA polymerase I subunit RPA12; AltName: Full=Zinc ribbon domain-containing protein 1	GO:0005736; GO:0003899; GO:0003676; GO:0008270; GO:0006379; GO:0006363	False
612	Hejnol2009	Tribe3118_0	1	2	1.0			Q791N7.1	RecName: Full=DNA-directed RNA polymerase I subunit RPA12; AltName: Full=Zinc ribbon domain-containing protein 1	GO:0005654; GO:0005736; GO:0003899; GO:0003676; GO:0008270; GO:0006379; GO:0006363	False
613	Borowiec2015_Total1080	OG157.fasta.aln_gene197	1	2	1.0	EOG091G07DR	mannosyl-oligosaccharide glucosidase	O88941.1	RecName: Full=Mannosyl-oligosaccharide glucosidase; AltName: Full=Glycoprotein-processing glucosidase I	GO:0005789; GO:0016021; GO:0004573; GO:0009311; GO:0006487	False
613	Simion2017	V2META12139-42-Calc_Hmm10-BMGE05	1	2	1.0			F4HTM3.1	RecName: Full=Mannosyl-oligosaccharide glucosidase GCS1; AltName: Full=Alpha-glucosidase 1; Short=Glucosidase 1; AltName: Full=Protein KNOPF; AltName: Full=Protein MUNCHKIN	GO:0005783; GO:0005789; GO:0016021; GO:0004558; GO:0004573; GO:0009913; GO:0009311; GO:0006487; GO:0010053	False
614	Borowiec2015_Total1080	OG159.fasta.aln_gene199	1	2	1.0			A0MTA1.1	RecName: Full=DNA-(apurinic or apyrimidinic site) lyase; AltName: Full=APEX nuclease; Short=APEN; AltName: Full=Apurinic-apyrimidinic endonuclease 1; Short=AP endonuclease 1; Short=zAP1	GO:0005783; GO:0005739; GO:0016607; GO:0005730; GO:0005634; GO:0140078; GO:0003677; GO:0003906; GO:0008311; GO:0004519; GO:0046872; GO:0004528; GO:0003723; GO:0006284; GO:0080111; GO:0060047; GO:0001947; GO:0043066; GO:0055114; GO:0010628	False
614	Simion2017	V2META12684-42-Calc_Hmm10-BMGE05	1	2	1.0			A0MTA1.1	RecName: Full=DNA-(apurinic or apyrimidinic site) lyase; AltName: Full=APEX nuclease; Short=APEN; AltName: Full=Apurinic-apyrimidinic endonuclease 1; Short=AP endonuclease 1; Short=zAP1	GO:0005783; GO:0005739; GO:0016607; GO:0005730; GO:0005634; GO:0140078; GO:0003677; GO:0003906; GO:0008311; GO:0004519; GO:0046872; GO:0004528; GO:0003723; GO:0006284; GO:0080111; GO:0060047; GO:0001947; GO:0043066; GO:0055114; GO:0010628	False
615	Simion2017	V2META15144-42-Calc_Hmm10-BMGE05	1	2	1.0			Q5VUJ9.1	RecName: Full=Dynein regulatory complex protein 8; AltName: Full=EF-hand calcium-binding domain-containing protein 2	GO:0005737; GO:0005856; GO:0031514; GO:0005509	False
615	Borowiec2015_Total1080	OG163.fasta.aln_gene204	1	2	1.0			Q5VUJ9.1	RecName: Full=Dynein regulatory complex protein 8; AltName: Full=EF-hand calcium-binding domain-containing protein 2	GO:0005737; GO:0005856; GO:0031514; GO:0005509	False
616	Borowiec2015_Total1080	OG172.fasta.aln_gene212	1	2	1.0			Q0VCA7.1	RecName: Full=3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial; AltName: Full=Beta-ketoacyl-ACP synthase; Flags: Precursor	GO:0005739; GO:0004315; GO:0006633	False
616	Simion2017	V2META12014-2-42-Calc_Hmm10-BMGE05	1	2	1.0			Q8L3X9.1	RecName: Full=3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial; AltName: Full=Beta-ketoacyl-ACP synthase; AltName: Full=mtKAS; Flags: Precursor	GO:0005739; GO:0004315; GO:0006633; GO:0010027	False
617	Ryan2013_est	gene269	1	2	1.0	EOG091G0E7S	Transcription factor TFIIB	O16991.2	RecName: Full=Transcription initiation factor IIB; AltName: Full=General transcription factor TFIIB	GO:0005634; GO:0097550; GO:0046872; GO:0001139; GO:0000979; GO:0017025; GO:0008134; GO:0006352; GO:0006355; GO:0051123; GO:0001174	False
617	Borowiec2015_Total1080	OG175.fasta.aln_gene215	1	2	1.0	EOG091G0E7S	Transcription factor TFIIB	P29052.1	RecName: Full=Transcription initiation factor IIB; AltName: Full=General transcription factor TFIIB	GO:0005634; GO:0097550; GO:0046872; GO:0001139; GO:0000979; GO:0017025; GO:0008134; GO:0006352; GO:0051101; GO:0006357; GO:0051123; GO:0006367; GO:0001174	False
618	Borowiec2015_Total1080	OG179.fasta.aln_gene219	1	2	1.0			Q9NQQ7.2	RecName: Full=Solute carrier family 35 member C2; AltName: Full=Ovarian cancer-overexpressed gene 1 protein	GO:0005801; GO:0005793; GO:0033116; GO:0005794; GO:0016021; GO:0005654; GO:0015297; GO:0022857; GO:0010629; GO:0045747; GO:0036066; GO:0015786	False
618	Simion2017	V2META13424-42-Calc_Hmm10-BMGE05	1	2	1.0			Q8VCX2.1	RecName: Full=Solute carrier family 35 member C2; AltName: Full=Ovarian cancer-overexpressed gene 1 protein	GO:0005801; GO:0005793; GO:0033116; GO:0005794; GO:0016021; GO:0005654; GO:0015297; GO:0022857; GO:0036065; GO:0010629; GO:0045747; GO:0036066; GO:0015786	False
619	Borowiec2015_Total1080	OG18.fasta.aln_gene230	1	2	1.0			Q5E959.1	RecName: Full=Serine-threonine kinase receptor-associated protein	GO:0005829; GO:0005654; GO:0032797; GO:0034719; GO:0005102; GO:0030277; GO:0010633; GO:0050680; GO:0010719; GO:0060394; GO:0000122; GO:0030512; GO:0000387	False
619	Simion2017	V2META12795-42-Calc_Hmm10-BMGE05	1	2	1.0			Q5ZL33.2	RecName: Full=Serine-threonine kinase receptor-associated protein	GO:0005829; GO:0005654; GO:0032797; GO:0034719; GO:0005102; GO:0030277; GO:0010633; GO:0050680; GO:0010719; GO:0060394; GO:0000122; GO:0030512; GO:0000387	False
620	Hejnol2009	Tribe2365_0	1	2	1.0			Q86WA6.1	RecName: Full=Valacyclovir hydrolase; Short=VACVase; Short=Valacyclovirase; AltName: Full=Biphenyl hydrolase-like protein; AltName: Full=Biphenyl hydrolase-related protein; Short=Bph-rp; AltName: Full=Breast epithelial mucin-associated antigen; Short=MCNAA; Flags: Precursor	GO:0005741; GO:0005739; GO:0047658; GO:0006520; GO:0009636; GO:0006805	False
620	Borowiec2015_Total1080	OG180.fasta.aln_gene221	1	2	1.0			Q86WA6.1	RecName: Full=Valacyclovir hydrolase; Short=VACVase; Short=Valacyclovirase; AltName: Full=Biphenyl hydrolase-like protein; AltName: Full=Biphenyl hydrolase-related protein; Short=Bph-rp; AltName: Full=Breast epithelial mucin-associated antigen; Short=MCNAA; Flags: Precursor	GO:0005741; GO:0005739; GO:0047658; GO:0006520; GO:0009636; GO:0006805	False
621	Borowiec2015_Total1080	OG186.fasta.aln_gene227	1	2	1.0			O57595.2	RecName: Full=Mediator of RNA polymerase II transcription subunit 22; AltName: Full=Mediator complex subunit 22; AltName: Full=Surfeit locus protein 5	GO:0016592; GO:0003712; GO:0006357	False
621	Hejnol2009	Tribe2329_0	1	2	1.0			A0JPN6.1	RecName: Full=Mediator of RNA polymerase II transcription subunit 22; AltName: Full=Mediator complex subunit 22; AltName: Full=Surfeit locus protein 5	GO:0016592; GO:0003712; GO:0006357	False
622	Borowiec2015_Total1080	OG206.fasta.aln_gene249	1	2	1.0	EOG091G07PR	chromosome 16 open reading frame 70	O08654.1	RecName: Full=UPF0183 protein C16orf70 homolog	GO:0030425; GO:0016020; GO:0030672; GO:0005802; GO:0035254; GO:0030165; GO:0043001	False
622	Hejnol2009	Tribe2287_0	1	2	1.0			O08654.1	RecName: Full=UPF0183 protein C16orf70 homolog	GO:0030425; GO:0016020; GO:0030672; GO:0005802; GO:0035254; GO:0030165; GO:0043001	False
623	Simion2017	V2META14560-42-Calc_Hmm10-BMGE05	1	2	1.0	EOG091G0J69	chromosome 11 open reading frame 54	Q28GJ2.1	RecName: Full=Ester hydrolase C11orf54 homolog	GO:0005634; GO:0016787; GO:0046872	False
623	Borowiec2015_Total1080	OG219.fasta.aln_gene262	1	2	1.0	EOG091G0J69	chromosome 11 open reading frame 54	Q5U2Q3.1	RecName: Full=Ester hydrolase C11orf54 homolog	GO:0016604; GO:0016788; GO:0008270	False
624	Borowiec2015_Total1080	OG220.fasta.aln_gene264	1	2	1.0			A8MPP1.1	RecName: Full=Putative ATP-dependent RNA helicase DDX11-like protein 8; AltName: Full=DEAD/H box protein 11-like 8	GO:0005730; GO:0005634; GO:0005524; GO:0004003; GO:0003677; GO:0003723; GO:0032508; GO:0034085; GO:0006139	False
624	Whelan2015_D1	Gene_0886	1	2	1.0			A8MPP1.1	RecName: Full=Putative ATP-dependent RNA helicase DDX11-like protein 8; AltName: Full=DEAD/H box protein 11-like 8	GO:0005730; GO:0005634; GO:0005524; GO:0004003; GO:0003677; GO:0003723; GO:0032508; GO:0034085; GO:0006139	False
625	Hejnol2009	Tribe2349_0	1	2	1.0	EOG091G0M4K	FSHD region gene 1	P97376.2	RecName: Full=Protein FRG1; AltName: Full=FSHD region gene 1 protein	GO:0015030; GO:0071013; GO:0005730; GO:0055120; GO:0030018; GO:0051015; GO:0003723; GO:0006397; GO:0007517; GO:0008380; GO:0006364	False
625	Borowiec2015_Total1080	OG223.fasta.aln_gene267	1	2	1.0	EOG091G0M4K	FSHD region gene 1	P97376.2	RecName: Full=Protein FRG1; AltName: Full=FSHD region gene 1 protein	GO:0015030; GO:0071013; GO:0005730; GO:0055120; GO:0030018; GO:0051015; GO:0003723; GO:0006397; GO:0007517; GO:0008380; GO:0006364	False
626	Simion2017	V2META10915-1-42-Calc_Hmm10-BMGE05	1	2	1.0			Q4V8G4.1	RecName: Full=WD repeat-containing protein 78	GO:0005858; GO:0030286; GO:0045504; GO:0045503; GO:0003341; GO:0002244; GO:0007018	False
626	Borowiec2015_Total1080	OG229.fasta.aln_gene273	1	2	1.0			E9PYY5.1	RecName: Full=WD repeat-containing protein 78	GO:0005858; GO:0030286; GO:0045504; GO:0045503; GO:0003341; GO:0002244; GO:0007018	False
627	Borowiec2015_Total1080	OG230.fasta.aln_gene275	1	2	1.0			Q8IZ73.2	RecName: Full=RNA pseudouridylate synthase domain-containing protein 2	GO:0009982; GO:0003723; GO:0000455	False
627	Simion2017	V2META14818-42-Calc_Hmm10-BMGE05	1	2	1.0			Q149F1.2	RecName: Full=RNA pseudouridylate synthase domain-containing protein 2	GO:0009982; GO:0003723; GO:0001522	False
628	Borowiec2015_Total1080	OG231.fasta.aln_gene276	1	2	1.0			Q5RBM6.1	RecName: Full=Beta-ureidopropionase; AltName: Full=Beta-alanine synthase; AltName: Full=N-carbamoyl-beta-alanine amidohydrolase	GO:0005737; GO:0003837; GO:0033396; GO:0051260; GO:0046135	False
628	Hejnol2009	Tribe2353_0	1	2	1.0			Q03248.1	RecName: Full=Beta-ureidopropionase; AltName: Full=Beta-alanine synthase; AltName: Full=N-carbamoyl-beta-alanine amidohydrolase	GO:0005737; GO:0003837; GO:0008270; GO:0019483; GO:0033396; GO:0019482; GO:0001701; GO:0001889; GO:0051260; GO:0046135	False
629	Borowiec2015_Total1080	OG239.fasta.aln_gene284	1	2	1.0			Q8BU04.1	RecName: Full=Putative E3 ubiquitin-protein ligase UBR7; AltName: Full=N-recognin-7; AltName: Full=RING-type E3 ubiquitin transferase UBR7	GO:0005737; GO:0061630; GO:0008270	False
629	Hejnol2009	Tribe2172_0	1	2	1.0			Q8N806.2	RecName: Full=Putative E3 ubiquitin-protein ligase UBR7; AltName: Full=N-recognin-7; AltName: Full=RING-type E3 ubiquitin transferase UBR7	GO:0005737; GO:0061630; GO:0008270	False
630	Borowiec2015_Total1080	OG241.fasta.aln_gene287	1	2	1.0			Q8K4F6.2	RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase; AltName: Full=NOL1/NOP2/Sun domain family member 5; AltName: Full=Williams-Beuren syndrome chromosomal region 20A protein homolog	GO:0005730; GO:0005634; GO:0008168; GO:0003723; GO:0070475	False
630	Hejnol2009	Tribe2959_0	1	2	1.0			Q8K4F6.2	RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase; AltName: Full=NOL1/NOP2/Sun domain family member 5; AltName: Full=Williams-Beuren syndrome chromosomal region 20A protein homolog	GO:0005730; GO:0005634; GO:0008168; GO:0003723; GO:0070475	False
631	Borowiec2015_Total1080	OG244.fasta.aln_gene290	1	2	1.0			A1A4R8.1	RecName: Full=Cell division cycle protein 23 homolog; AltName: Full=Anaphase-promoting complex subunit 8; Short=APC8; AltName: Full=Cyclosome subunit 8	GO:0005680; GO:0051301; GO:0007080; GO:0070979; GO:0030071	False
631	Simion2017	V2META12499-42-Calc_Hmm10-BMGE05	1	2	1.0			A1A4R8.1	RecName: Full=Cell division cycle protein 23 homolog; AltName: Full=Anaphase-promoting complex subunit 8; Short=APC8; AltName: Full=Cyclosome subunit 8	GO:0005680; GO:0051301; GO:0007080; GO:0070979; GO:0030071	False
632	Simion2017	V2META14170-42-Calc_Hmm10-BMGE05	1	2	1.0			O35165.2	RecName: Full=Golgi SNAP receptor complex member 2; AltName: Full=27 kDa Golgi SNARE protein; AltName: Full=Membrin	GO:0005829; GO:0005789; GO:0012507; GO:0005794; GO:0000139; GO:0016021; GO:0031902; GO:0031201; GO:0005484; GO:0000149; GO:0006888; GO:0006896; GO:0006891; GO:0006623; GO:0042147; GO:0048280	False
632	Borowiec2015_Total1080	OG249.fasta.aln_gene295	1	2	1.0	EOG091G0KS8	golgi SNAP receptor complex member 2	O35165.2	RecName: Full=Golgi SNAP receptor complex member 2; AltName: Full=27 kDa Golgi SNARE protein; AltName: Full=Membrin	GO:0005829; GO:0005789; GO:0012507; GO:0005794; GO:0000139; GO:0016021; GO:0031902; GO:0031201; GO:0005484; GO:0000149; GO:0006888; GO:0006896; GO:0006891; GO:0006623; GO:0042147; GO:0048280	False
633	Simion2017	V2META11626-42-Calc_Hmm10-BMGE05	1	2	1.0			Q6UX04.1	RecName: Full=Spliceosome-associated protein CWC27 homolog; AltName: Full=Antigen NY-CO-10; AltName: Full=Probable inactive peptidyl-prolyl cis-trans isomerase CWC27 homolog; Short=PPIase CWC27; AltName: Full=Serologically defined colon cancer antigen 10	GO:0071012; GO:0071013; GO:0005654; GO:0005634; GO:0003755; GO:0000398; GO:0006457; GO:0000413	False
633	Borowiec2015_Total1080	OG255.fasta.aln_gene302	1	2	1.0			Q7ZW86.1	RecName: Full=Spliceosome-associated protein CWC27 homolog; AltName: Full=Probable inactive peptidyl-prolyl cis-trans isomerase CWC27 homolog; Short=PPIase CWC27	GO:0071012; GO:0003755; GO:0006457; GO:0000413	False
634	Borowiec2015_Total1080	OG259.fasta.aln_gene306	1	2	1.0			Q8K2G4.1	RecName: Full=Bardet-Biedl syndrome 7 protein homolog; AltName: Full=BBS2-like protein 1	GO:0005930; GO:0034464; GO:0005813; GO:0036064; GO:0060170; GO:0016020; GO:0005634; GO:0001750; GO:0001103; GO:0007420; GO:0001654; GO:0045444; GO:0007507; GO:0046907; GO:0060173; GO:1905515; GO:0032436; GO:1903929; GO:0008104; GO:0015031; GO:0006357; GO:0007224	False
634	Simion2017	V2META13336-42-Calc_Hmm10-BMGE05	1	2	1.0			Q8IWZ6.2	RecName: Full=Bardet-Biedl syndrome 7 protein; AltName: Full=BBS2-like protein 1	GO:0005930; GO:0034464; GO:0005813; GO:0036064; GO:0060170; GO:0005829; GO:0016020; GO:0005634; GO:0001750; GO:0001103; GO:0007420; GO:0060271; GO:0007368; GO:0048546; GO:0001654; GO:0045444; GO:0001947; GO:0046907; GO:0060173; GO:0032402; GO:1905515; GO:0051877; GO:0032436; GO:1903929; GO:0008104; GO:0015031; GO:0006357; GO:0007224; GO:0007601	False
635	Borowiec2015_Total1080	OG261.fasta.aln_gene309	1	2	1.0			Q3SYV3.1	RecName: Full=Mitochondrial inner membrane protein OXA1L; AltName: Full=Oxidase assembly 1-like protein; Short=OXA1-like protein; Flags: Precursor	GO:0031305; GO:0031966; GO:0032977; GO:0097177; GO:0042803; GO:0032981; GO:0033617; GO:0051205; GO:0032979; GO:0051262	False
635	Hejnol2009	Tribe1069_0	1	2	1.0			Q15070.3	RecName: Full=Mitochondrial inner membrane protein OXA1L; AltName: Full=Hsa; AltName: Full=OXA1Hs; AltName: Full=Oxidase assembly 1-like protein; Short=OXA1-like protein; Flags: Precursor	GO:0031305; GO:0032592; GO:0005759; GO:0031966; GO:0005746; GO:0005739; GO:0032991; GO:0032977; GO:0097177; GO:0042803; GO:0009060; GO:0033615; GO:0032981; GO:0033617; GO:0070125; GO:0070126; GO:0032780; GO:0051354; GO:0055114; GO:0051205; GO:0032979; GO:0051262; GO:0065003	False
636	Simion2017	V2META12974-42-Calc_Hmm10-BMGE05	1	2	1.0			Q8WUA2.1	RecName: Full=Peptidyl-prolyl cis-trans isomerase-like 4; Short=PPIase; AltName: Full=Cyclophilin-like protein PPIL4; AltName: Full=Rotamase PPIL4	GO:0005829; GO:0005654; GO:0005634; GO:0003755; GO:0003723; GO:1901407	False
