matrix	part	sseqid	swissprot_desc	count
Whelan2015_D10	Gene_0657	Q2M2S7.1	RecName: Full=DNA-directed RNA polymerase III subunit RPC10; Short=RNA polymerase III subunit C10; AltName: Full=DNA-directed RNA polymerase III subunit K; AltName: Full=RNA polymerase III subunit C11; Short=RPC11	50
Whelan2015_D10	Gene_0658	P61759.2	RecName: Full=Prefoldin subunit 3; AltName: Full=von Hippel-Lindau-binding protein 1; Short=VBP-1; Short=VHL-binding protein 1	49
Whelan2015_D10	Gene_0661	Q8UVK2.1	RecName: Full=Transcription elongation factor SPT6; AltName: Full=Protein pandora	3
Whelan2015_D10	Gene_0664	Q2KIP8.2	RecName: Full=Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2; AltName: Full=3-hydroxyacyl-CoA dehydratase 2; Short=HACD2; AltName: Full=Protein-tyrosine phosphatase-like member B	7
Whelan2015_D10	Gene_0667	Q95J75.1	RecName: Full=Mitochondrial folate transporter/carrier; AltName: Full=Solute carrier family 25 member 32	12
Whelan2015_D10	Gene_0668	O74362.1	RecName: Full=Pre-rRNA-processing protein esf2; AltName: Full=18S rRNA factor 2	15
Whelan2015_D10	Gene_0674	Q5ZMV9.1	RecName: Full=GATOR complex protein WDR24	2
Whelan2015_D10	Gene_0677	Q20432.1	RecName: Full=CTD nuclear envelope phosphatase 1 homolog; Short=CTDNEP1; AltName: Full=Serine/threonine-protein phosphatase dullard homolog; AltName: Full=Small C-terminal domain phosphatase-like phosphatase 21	40
Whelan2015_D10	Gene_0678	A9VE54.1	RecName: Full=Inosine triphosphate pyrophosphatase; Short=ITPase; Short=Inosine triphosphatase; AltName: Full=Non-canonical purine NTP pyrophosphatase; AltName: Full=Non-standard purine NTP pyrophosphatase; AltName: Full=Nucleoside-triphosphate diphosphatase; AltName: Full=Nucleoside-triphosphate pyrophosphatase; Short=NTPase	57
Whelan2015_D10	Gene_0681	Q15291.2	RecName: Full=Retinoblastoma-binding protein 5; Short=RBBP-5; AltName: Full=Retinoblastoma-binding protein RBQ-3	40
Whelan2015_D10	Gene_0687	O75140.2	RecName: Full=GATOR complex protein DEPDC5; AltName: Full=DEP domain-containing protein 5	3
Whelan2015_D10	Gene_0690	P34313.1	RecName: Full=Protein BUD31 homolog; AltName: Full=Protein G10 homolog	62
Whelan2015_D10	Gene_0691	Q8CCF0.3	RecName: Full=U4/U6 small nuclear ribonucleoprotein Prp31; AltName: Full=Pre-mRNA-processing factor 31; AltName: Full=U4/U6 snRNP 61 kDa protein; Short=Protein 61K	36
Whelan2015_D10	Gene_0695	P27612.4	RecName: Full=Phospholipase A-2-activating protein; Short=PLA2P; Short=PLAP	1
Whelan2015_D10	Gene_0696	Q5U403.1	RecName: Full=Diphosphomevalonate decarboxylase; AltName: Full=Mevalonate (diphospho)decarboxylase; Short=MDDase; AltName: Full=Mevalonate pyrophosphate decarboxylase	22
Whelan2015_D10	Gene_0703	P32899.1	RecName: Full=U3 small nucleolar ribonucleoprotein protein IMP3; Short=U3 snoRNP protein IMP3; AltName: Full=Interacting with MPP10 protein 3	58
Whelan2015_D10	Gene_0709	Q8VBV3.1	RecName: Full=Exosome complex component RRP4; AltName: Full=Exosome component 2; AltName: Full=Ribosomal RNA-processing protein 4	51
Whelan2015_D10	Gene_0727	O81769.1	RecName: Full=Probable diphthine methyl ester synthase; AltName: Full=Diphthamide biosynthesis methyltransferase	50
Whelan2015_D10	Gene_0741	Q6P1R4.1	RecName: Full=tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like; AltName: Full=tRNA-dihydrouridine synthase 1-like	15
Whelan2015_D10	Gene_0745	Q05AM5.1	RecName: Full=Elongator complex protein 2; Short=ELP2	1
Whelan2015_D10	Gene_0766	P53852.1	RecName: Full=Cysteine--tRNA ligase; AltName: Full=Cysteinyl-tRNA synthetase; Short=CysRS	23
Whelan2015_D10	Gene_0773	Q8CGC7.4	RecName: Full=Bifunctional glutamate/proline--tRNA ligase; AltName: Full=Bifunctional aminoacyl-tRNA synthetase; Includes: RecName: Full=Glutamate--tRNA ligase; AltName: Full=Glutamyl-tRNA synthetase; Short=GluRS; Includes: RecName: Full=Proline--tRNA ligase; AltName: Full=Prolyl-tRNA synthetase; Short=ProRS	55
Whelan2015_D10	Gene_0775	Q01433.2	RecName: Full=AMP deaminase 2; AltName: Full=AMP deaminase isoform L	44
Whelan2015_D10	Gene_0786	Q6AY85.1	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG14 homolog	11
Whelan2015_D10	Gene_0787	Q2KHZ4.1	RecName: Full=Mitochondrial intermembrane space import and assembly protein 40; AltName: Full=Coiled-coil-helix-coiled-coil-helix domain-containing protein 4	57
Whelan2015_D10	Gene_0793	Q54I82.1	RecName: Full=Probable cytidine deaminase; AltName: Full=Cytidine aminohydrolase	7
Whelan2015_D10	Gene_0802	P29083.2	RecName: Full=General transcription factor IIE subunit 1; AltName: Full=General transcription factor IIE 56 kDa subunit; AltName: Full=Transcription initiation factor IIE subunit alpha; Short=TFIIE-alpha	3
Whelan2015_D10	Gene_0806	P36958.2	RecName: Full=DNA-directed RNA polymerase II subunit RPB9; Short=RNA polymerase II subunit B9; AltName: Full=DNA-directed RNA polymerase II 15.1 kDa polypeptide	55
Whelan2015_D10	Gene_0807	O60869.1	RecName: Full=Endothelial differentiation-related factor 1; Short=EDF-1; AltName: Full=Multiprotein-bridging factor 1; Short=MBF1	58
Whelan2015_D10	Gene_0808	Q5M939.1	RecName: Full=Histone acetyltransferase type B catalytic subunit; AltName: Full=Histone acetyltransferase 1	3
Whelan2015_D10	Gene_0813	A7YWS7.1	RecName: Full=DNA polymerase epsilon subunit 2; AltName: Full=DNA polymerase II subunit 2; AltName: Full=DNA polymerase epsilon subunit B	2
Whelan2015_D10	Gene_0819	Q148I5.1	RecName: Full=Protein KTI12 homolog	7
Whelan2015_D10	Gene_0822	Q5F339.1	RecName: Full=Cytochrome c-type heme lyase; Short=CCHL; AltName: Full=Holocytochrome c-type synthase	49
Whelan2015_D10	Gene_0834	F7E727.1	RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; AltName: Full=Carbohydrate kinase domain-containing protein; AltName: Full=NAD(P)HX dehydratase	5
Whelan2015_D10	Gene_0835	Q6P316.1	RecName: Full=Solute carrier family 25 member 40	5
Whelan2015_D10	Gene_0843	O80646.2	RecName: Full=40S ribosomal protein S15a-3	68
Whelan2015_D10	Gene_0848	O97755.1	RecName: Full=V-type proton ATPase subunit D; Short=V-ATPase subunit D; AltName: Full=V-ATPase 28 kDa accessory protein; AltName: Full=Vacuolar proton pump subunit D	62
Whelan2015_D10	Gene_0857	P33610.1	RecName: Full=DNA primase large subunit; AltName: Full=DNA primase 58 kDa subunit; Short=p58	2
Whelan2015_D10	Gene_0863	Q4R4E1.1	RecName: Full=GPI mannosyltransferase 1; AltName: Full=GPI mannosyltransferase I; Short=GPI-MT-I; AltName: Full=Phosphatidylinositol-glycan biosynthesis class M protein; Short=PIG-M	2
Whelan2015_D10	Gene_0873	Q554E2.1	RecName: Full=Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase; AltName: Full=Asparagine-linked glycosylation protein 8 homolog; AltName: Full=Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase; AltName: Full=Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase	29
Whelan2015_D10	Gene_0874	Q92889.3	RecName: Full=DNA repair endonuclease XPF; AltName: Full=DNA excision repair protein ERCC-4; AltName: Full=DNA repair protein complementing XP-F cells; AltName: Full=Xeroderma pigmentosum group F-complementing protein	12
Whelan2015_D10	Gene_0891	O14126.1	RecName: Full=26S proteasome regulatory subunit 6A	66
Whelan2015_D10	Gene_0894	O17438.1	RecName: Full=Putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1	54
Whelan2015_D10	Gene_0895	Q9Y4A5.3	RecName: Full=Transformation/transcription domain-associated protein; AltName: Full=350/400 kDa PCAF-associated factor; Short=PAF350/400; AltName: Full=STAF40; AltName: Full=Tra1 homolog	12
Whelan2015_D10	Gene_0896	P25202.1	RecName: Full=DNA-directed RNA polymerase III subunit RPC1; Short=RNA polymerase III subunit C1; AltName: Full=DNA-directed RNA polymerase III largest subunit; AltName: Full=RNA polymerase III subunit C160	23
Whelan2015_D10	Gene_0904	P33992.5	RecName: Full=DNA replication licensing factor MCM5; AltName: Full=CDC46 homolog; AltName: Full=P1-CDC46	46
Whelan2015_D10	Gene_0909	Q8BGG7.1	RecName: Full=Ubiquitin-associated and SH3 domain-containing protein B; AltName: Full=Cbl-interacting protein p70; AltName: Full=Suppressor of T-cell receptor signaling 1; Short=STS-1; AltName: Full=T-cell ubiquitin ligand 2; Short=TULA-2; AltName: Full=Tyrosine-protein phosphatase STS1/TULA2	2
Whelan2015_D10	Gene_0910	A0A024RBG1.1	RecName: Full=Diphosphoinositol polyphosphate phosphohydrolase NUDT4B; Short=DIPP-2B; AltName: Full=Nucleoside diphosphate-linked moiety X motif 4B; Short=Nudix motif 4B; AltName: Full=Nudix hydrolase 4B	1
Whelan2015_D10	Gene_0911	A4FUB8.1	RecName: Full=Transmembrane protein 115	1
Whelan2015_D10	Gene_0912	P60058.1	RecName: Full=Protein transport protein Sec61 subunit gamma	39
Whelan2015_D10	Gene_0917	O96008.1	RecName: Full=Mitochondrial import receptor subunit TOM40 homolog; AltName: Full=Protein Haymaker; AltName: Full=Translocase of outer membrane 40 kDa subunit homolog; AltName: Full=p38.5	4
Whelan2015_D10	Gene_0920	Q9JKW1.2	RecName: Full=Mitochondrial import inner membrane translocase subunit Tim22	38
Whelan2015_D10	Gene_0921	Q15545.1	RecName: Full=Transcription initiation factor TFIID subunit 7; AltName: Full=RNA polymerase II TBP-associated factor subunit F; AltName: Full=Transcription initiation factor TFIID 55 kDa subunit; Short=TAF(II)55; Short=TAFII-55; Short=TAFII55	3
Whelan2015_D10	Gene_0925	Q5ZKU1.1	RecName: Full=DCN1-like protein 1; AltName: Full=DCUN1 domain-containing protein 1; AltName: Full=Defective in cullin neddylation protein 1-like protein 1	12
Whelan2015_D10	Gene_0927	A2A6A1.1	RecName: Full=G patch domain-containing protein 8	1
Whelan2015_D10	Gene_0930	Q6DKG0.1	RecName: Full=N-alpha-acetyltransferase 35, NatC auxiliary subunit; AltName: Full=Corneal wound-healing-related protein; AltName: Full=Embryonic growth-associated protein; AltName: Full=Protein MAK10 homolog	4
Whelan2015_D10	Gene_0933	P50408.1	RecName: Full=V-type proton ATPase subunit F; Short=V-ATPase subunit F; AltName: Full=V-ATPase 14 kDa subunit; AltName: Full=Vacuolar proton pump subunit F	63
Whelan2015_D10	Gene_0941	Q1JQE0.1	RecName: Full=SNW domain-containing protein 1; AltName: Full=Nuclear protein SkiP; AltName: Full=Ski-interacting protein	41
Whelan2015_D10	Gene_0942	A1Z8J0.1	RecName: Full=CWF19-like protein 1 homolog	1
Whelan2015_D10	Gene_0945	Q6SKR2.1	RecName: Full=Methyltransferase N6AMT1; AltName: Full=HemK methyltransferase family member 2; AltName: Full=Methylarsonite methyltransferase N6AMT1; AltName: Full=N(6)-adenine-specific DNA methyltransferase 1; AltName: Full=Protein N(5)-glutamine methyltransferase	2
Whelan2015_D10	Gene_0947	B5DEN9.1	RecName: Full=Vacuolar protein sorting-associated protein 28 homolog	48
Whelan2015_D10	Gene_0950	Q587I9.1	RecName: Full=Vesicle transport protein SFT2C; AltName: Full=SFT2 domain-containing protein 3	1
Whelan2015_D10	Gene_0951	Q550A8.3	RecName: Full=Autophagy-related protein 3	85
Whelan2015_D10	Gene_0958	Q3SX07.1	RecName: Full=tRNA pseudouridine(38/39) synthase; AltName: Full=tRNA pseudouridine synthase 3; AltName: Full=tRNA pseudouridylate synthase 3; AltName: Full=tRNA-uridine isomerase 3	4
Whelan2015_D10	Gene_0963	Q8BXQ2.2	RecName: Full=GPI transamidase component PIG-T; AltName: Full=Neuronal development-associated protein 7; AltName: Full=Phosphatidylinositol-glycan biosynthesis class T protein; Flags: Precursor	1
Whelan2015_D10	Gene_0964	Q9CQW1.1	RecName: Full=Synaptobrevin homolog YKT6; Flags: Precursor	9
Whelan2015_D10	Gene_0966	Q2TBT5.1	RecName: Full=Ribonuclease H2 subunit A; Short=RNase H2 subunit A; AltName: Full=Ribonuclease HI large subunit; Short=RNase HI large subunit; AltName: Full=Ribonuclease HI subunit A	5
Whelan2015_D10	Gene_0969	C1C4M8.1	RecName: Full=Methylthioribulose-1-phosphate dehydratase; Short=MTRu-1-P dehydratase; AltName: Full=APAF1-interacting protein homolog	37
Whelan2015_D10	Gene_0974	Q54CP1.1	RecName: Full=Ribosomal RNA-processing protein 8	29
Whelan2015_D10	Gene_0975	Q7ZVE0.1	RecName: Full=H/ACA ribonucleoprotein complex subunit 1; AltName: Full=Nucleolar protein family A member 1; AltName: Full=snoRNP protein GAR1	50
Whelan2015_D10	Gene_0983	Q3T099.1	RecName: Full=Tryptophan--tRNA ligase, mitochondrial; AltName: Full=(Mt)TrpRS; AltName: Full=Tryptophanyl-tRNA synthetase; Short=TrpRS; Flags: Precursor	6
Whelan2015_D10	Gene_0989	Q99PK0.1	RecName: Full=Pre-mRNA-splicing factor SYF1; AltName: Full=Adapter protein ATH-55; AltName: Full=XPA-binding protein 2	41
Whelan2015_D10	Gene_1021	P14248.1	RecName: Full=DNA-directed RNA polymerase II subunit RPB1; Short=RNA polymerase II subunit B1; AltName: Full=DNA-directed RNA polymerase III largest subunit	13
Whelan2015_D10	Gene_1033	Q07864.5	RecName: Full=DNA polymerase epsilon catalytic subunit A; AltName: Full=DNA polymerase II subunit A	32
Whelan2015_D20	Gene_0007	A4RSQ6.2	RecName: Full=Eukaryotic translation initiation factor 6; Short=eIF-6	63
Whelan2015_D20	Gene_0016	P15505.2	RecName: Full=Glycine dehydrogenase (decarboxylating), mitochondrial; AltName: Full=Glycine cleavage system P protein; AltName: Full=Glycine decarboxylase; AltName: Full=Glycine dehydrogenase (aminomethyl-transferring); Flags: Precursor	49
Whelan2015_D20	Gene_0017	Q5ZLK1.1	RecName: Full=DDB1- and CUL4-associated factor 13; AltName: Full=WD repeat and SOF domain-containing protein 1	54
Whelan2015_D20	Gene_0020	Q9H0A0.2	RecName: Full=RNA cytidine acetyltransferase; AltName: Full=18S rRNA cytosine acetyltransferase; AltName: Full=N-acetyltransferase 10	43
Whelan2015_D20	Gene_0035	Q02218.3	RecName: Full=2-oxoglutarate dehydrogenase, mitochondrial; AltName: Full=2-oxoglutarate dehydrogenase complex component E1; Short=OGDC-E1; AltName: Full=Alpha-ketoglutarate dehydrogenase; Flags: Precursor	33
Whelan2015_D20	Gene_0037	Q9VBX1.2	RecName: Full=Nuclear export mediator factor NEMF homolog; AltName: Full=Protein Caliban	4
Whelan2015_D20	Gene_0041	Q0P5B1.1	RecName: Full=Peroxisomal membrane protein PEX13; AltName: Full=Peroxin-13	4
Whelan2015_D20	Gene_0044	P05765.1	RecName: Full=40S ribosomal protein S21	43
Whelan2015_D20	Gene_0045	Q69ZQ2.2	RecName: Full=Pre-mRNA-splicing factor ISY1 homolog	51
Whelan2015_D20	Gene_0053	O94650.1	RecName: Full=Ubiquitin-like modifier hub1	46
Whelan2015_D20	Gene_0058	Q2M2T3.1	RecName: Full=Mitochondrial pyruvate carrier-like protein; AltName: Full=Brain protein 44-like protein 2	47
Whelan2015_D20	Gene_0059	Q5RAD5.2	RecName: Full=RNA polymerase-associated protein RTF1 homolog	3
Whelan2015_D20	Gene_0062	Q2NL13.1	RecName: Full=Trafficking protein particle complex subunit 5	12
Whelan2015_D20	Gene_0063	Q3SZ12.1	RecName: Full=Probable ribosome biogenesis protein RLP24; AltName: Full=Ribosomal L24 domain-containing protein 1	67
Whelan2015_D20	Gene_0064	P13679.3	RecName: Full=Signal peptidase complex catalytic subunit SEC11C; AltName: Full=Microsomal signal peptidase 21 kDa subunit; Short=SPase 21 kDa subunit; AltName: Full=SEC11 homolog C; AltName: Full=SEC11-like protein 3; AltName: Full=SPC21	62
Whelan2015_D20	Gene_0066	A8WHR3.1	RecName: Full=YJU2 splicing factor homolog	63
Whelan2015_D20	Gene_0068	A0Q0M8.1	RecName: Full=tRNA dimethylallyltransferase; AltName: Full=Dimethylallyl diphosphate:tRNA dimethylallyltransferase; Short=DMAPP:tRNA dimethylallyltransferase; Short=DMATase; AltName: Full=Isopentenyl-diphosphate:tRNA isopentenyltransferase; Short=IPP transferase; Short=IPPT; Short=IPTase	4
Whelan2015_D20	Gene_0070	P61599.1	RecName: Full=N-alpha-acetyltransferase 20; AltName: Full=Methionine N-acetyltransferase; AltName: Full=N-acetyltransferase 5; AltName: Full=N-terminal acetyltransferase B complex catalytic subunit NAA20; AltName: Full=N-terminal acetyltransferase B complex catalytic subunit NAT5; Short=NatB complex subunit NAT5; AltName: Full=NatB catalytic subunit	50
Whelan2015_D20	Gene_0073	Q91628.1	RecName: Full=Origin recognition complex subunit 2; Short=xORC2	7
Whelan2015_D20	Gene_0076	D3Z6H8.1	RecName: Full=S-adenosylmethionine decarboxylase proenzyme 2; Short=AdoMetDC 2; Short=SAMDC 2; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 alpha chain; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 beta chain; Flags: Precursor	2
Whelan2015_D20	Gene_0084	P52879.1	RecName: Full=Protein RER1 homolog	58
Whelan2015_D20	Gene_0086	Q24317.2	RecName: Full=DNA primase small subunit; AltName: Full=DNA polymerase subunit A; AltName: Full=DNA primase 50 kDa subunit; Short=dPRI50	46
Whelan2015_D20	Gene_0088	Q552R1.2	RecName: Full=DDB1- and CUL4-associated factor 7 homolog; AltName: Full=WD repeat-containing protein 68 homolog	55
Whelan2015_D20	Gene_0090	P70362.2	RecName: Full=Ubiquitin recognition factor in ER-associated degradation protein 1; AltName: Full=Ubiquitin fusion degradation protein 1 homolog; Short=UB fusion protein 1	49
Whelan2015_D20	Gene_0098	Q9Z2Z7.1	RecName: Full=CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial; AltName: Full=Phosphatidylglycerophosphate synthase 1; Short=PGP synthase 1; Flags: Precursor	3
Whelan2015_D20	Gene_0105	O95620.2	RecName: Full=tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like; AltName: Full=pp35; AltName: Full=tRNA-dihydrouridine synthase 4-like	7
Whelan2015_D20	Gene_0120	Q9W6I0.1	RecName: Full=Ubiquinol-cytochrome-c reductase complex assembly factor 1; AltName: Full=Basic FGF-repressed Zic-binding protein homolog; AltName: Full=Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog; AltName: Full=Zic3-binding protein	2
Whelan2015_D20	Gene_0123	O18883.2	RecName: Full=Thioredoxin domain-containing protein 9; AltName: Full=Protein 1-4	26
Whelan2015_D20	Gene_0128	Q6DRH5.1	RecName: Full=H/ACA ribonucleoprotein complex subunit 3; AltName: Full=Nucleolar protein 10; AltName: Full=Nucleolar protein family A member 3; AltName: Full=snoRNP protein NOP10	44
Whelan2015_D20	Gene_0129	P52872.1	RecName: Full=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit dad-1; Short=Oligosaccharyl transferase subunit dad-1; AltName: Full=Defender against cell death 1; Short=Protein dad-1	53
Whelan2015_D20	Gene_0131	Q8C754.1	RecName: Full=Vacuolar protein sorting-associated protein 52 homolog	5
Whelan2015_D20	Gene_0135	Q7ZW46.1	RecName: Full=UDP-xylose and UDP-N-acetylglucosamine transporter; AltName: Full=Solute carrier family 35 member B4	17
Whelan2015_D20	Gene_0140	P49914.2	RecName: Full=5-formyltetrahydrofolate cyclo-ligase; AltName: Full=5,10-methenyl-tetrahydrofolate synthetase; Short=MTHFS; Short=Methenyl-THF synthetase	1
Whelan2015_D20	Gene_0141	P60002.1	RecName: Full=Transcription elongation factor 1 homolog	36
Whelan2015_D20	Gene_0143	Q9Y399.1	RecName: Full=28S ribosomal protein S2, mitochondrial; Short=MRP-S2; Short=S2mt; AltName: Full=Mitochondrial small ribosomal subunit protein uS2m	18
Whelan2015_D20	Gene_0144	P0DI81.1	RecName: Full=Trafficking protein particle complex subunit 2; AltName: Full=Sedlin	50
Whelan2015_D20	Gene_0146	Q8K2H6.1	RecName: Full=Anaphase-promoting complex subunit 10; Short=APC10; AltName: Full=Cyclosome subunit 10	37
Whelan2015_D20	Gene_0152	O42993.1	RecName: Full=Peptidyl-prolyl cis-trans isomerase; Short=PPIase; AltName: Full=FK506-binding protein; Short=FKBP	50
Whelan2015_D20	Gene_0156	P54727.1	RecName: Full=UV excision repair protein RAD23 homolog B; Short=HR23B; Short=hHR23B; AltName: Full=XP-C repair-complementing complex 58 kDa protein; Short=p58	29
Whelan2015_D20	Gene_0158	B7PRF6.1	RecName: Full=1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase; AltName: Full=Acireductone dioxygenase (Fe(2+)-requiring); Short=ARD; Short=Fe-ARD	30
Whelan2015_D20	Gene_0169	Q4WPM8.2	RecName: Full=Protein AF-9 homolog	35
Whelan2015_D20	Gene_0171	Q8VCP8.1	RecName: Full=Adenylate kinase isoenzyme 6; Short=AK6; AltName: Full=Coilin-interacting nuclear ATPase protein; AltName: Full=Dual activity adenylate kinase/ATPase; Short=AK/ATPase	47
Whelan2015_D20	Gene_0177	Q1LZA0.1	RecName: Full=GPI mannosyltransferase 3; AltName: Full=GPI mannosyltransferase III; Short=GPI-MT-III; AltName: Full=Phosphatidylinositol-glycan biosynthesis class B protein; Short=PIG-B	1
Whelan2015_D20	Gene_0180	Q58E77.1	RecName: Full=WD repeat-containing protein 82-B	49
Whelan2015_D20	Gene_0181	A2RRV9.1	RecName: Full=Cytosolic Fe-S cluster assembly factor narfl; AltName: Full=Nuclear prelamin A recognition factor-like protein	7
Whelan2015_D20	Gene_0208	A1CJC4.1	RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor	60
Whelan2015_D20	Gene_0251	O08811.2	RecName: Full=General transcription and DNA repair factor IIH helicase subunit XPD; Short=TFIIH subunit XPD; AltName: Full=CXPD; AltName: Full=DNA excision repair protein ERCC-2; AltName: Full=DNA repair protein complementing XP-D cells; AltName: Full=Xeroderma pigmentosum group D-complementing protein	41
Whelan2015_D20	Gene_0253	Q03123.1	RecName: Full=General transcription factor IIF subunit 2; AltName: Full=ATP-dependent helicase gtf2f2; AltName: Full=Transcription initiation factor IIF subunit beta; Short=TFIIF-beta; AltName: Full=Transcription initiation factor RAP30	3
Whelan2015_D20	Gene_0257	Q58EM4.1	RecName: Full=Protein-glutamate O-methyltransferase; AltName: Full=Acidic residue methyltransferase 1	3
Whelan2015_D20	Gene_0268	Q10B98.1	RecName: Full=Zinc finger CCCH domain-containing protein 25; Short=OsC3H25	49
Whelan2015_D20	Gene_0272	Q15906.1	RecName: Full=Vacuolar protein sorting-associated protein 72 homolog; AltName: Full=Protein YL-1; AltName: Full=Transcription factor-like 1	1
Whelan2015_D20	Gene_0277	O44125.3	RecName: Full=60S ribosomal protein L37	49
Whelan2015_D20	Gene_0278	Q8BZQ7.2	RecName: Full=Anaphase-promoting complex subunit 2; Short=APC2; AltName: Full=Cyclosome subunit 2	1
Whelan2015_D20	Gene_0281	Q9JI44.1	RecName: Full=DNA methyltransferase 1-associated protein 1; Short=DNMAP1; Short=DNMT1-associated protein 1; AltName: Full=MAT1-mediated transcriptional repressor	2
Whelan2015_D20	Gene_0289	Q0D2E8.1	RecName: Full=Protein RFT1 homolog	7
Whelan2015_D20	Gene_0305	Q5R5Y2.1	RecName: Full=Ribulose-phosphate 3-epimerase; AltName: Full=Ribulose-5-phosphate-3-epimerase	61
Whelan2015_D20	Gene_0311	Q9DB25.1	RecName: Full=Dolichyl-phosphate beta-glucosyltransferase; Short=DolP-glucosyltransferase; AltName: Full=Asparagine-linked glycosylation protein 5 homolog	3
Whelan2015_D20	Gene_0314	P31335.1	RecName: Full=Bifunctional purine biosynthesis protein PURH; Includes: RecName: Full=Phosphoribosylaminoimidazolecarboxamide formyltransferase; AltName: Full=5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase; AltName: Full=AICAR transformylase; Includes: RecName: Full=IMP cyclohydrolase; AltName: Full=ATIC; AltName: Full=IMP synthase; AltName: Full=Inosinicase	35
Whelan2015_D20	Gene_0315	Q0II91.2	RecName: Full=DnaJ homolog subfamily C member 21	2
Whelan2015_D20	Gene_0319	A6QR09.1	RecName: Full=S-adenosylmethionine mitochondrial carrier protein; AltName: Full=Mitochondrial S-adenosylmethionine transporter; AltName: Full=Solute carrier family 25 member 26	1
Whelan2015_D20	Gene_0327	B5DE93.1	RecName: Full=Cyclin-dependent kinase 12; AltName: Full=Cell division protein kinase 12	24
Whelan2015_D20	Gene_0328	Q9H553.1	RecName: Full=Alpha-1,3/1,6-mannosyltransferase ALG2; AltName: Full=Asparagine-linked glycosylation protein 2 homolog; AltName: Full=GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase; AltName: Full=GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase; AltName: Full=GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	5
Whelan2015_D20	Gene_0340	Q8VI73.1	RecName: Full=Transaldolase	64
Whelan2015_D20	Gene_0346	Q3SYT1.1	RecName: Full=2-(3-amino-3-carboxypropyl)histidine synthase subunit 1; AltName: Full=Diphthamide biosynthesis protein 1; AltName: Full=Diphtheria toxin resistance protein 1; AltName: Full=S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1	43
Whelan2015_D20	Gene_0348	A6ZT79.1	RecName: Full=Ubiquitin-like modifier-activating enzyme ATG7; AltName: Full=ATG12-activating enzyme E1 ATG7; AltName: Full=Autophagy-related protein 7; AltName: Full=Cytoplasm to vacuole targeting protein 2	27
Whelan2015_D20	Gene_0372	Q61578.1	RecName: Full=NADPH:adrenodoxin oxidoreductase, mitochondrial; Short=AR; Short=Adrenodoxin reductase; AltName: Full=Ferredoxin--NADP(+) reductase; Short=Ferredoxin reductase; Flags: Precursor	6
Whelan2015_D20	Gene_0379	A1Z6J5.1	RecName: Full=Tubulin-specific chaperone E; AltName: Full=Tubulin-folding cofactor E	1
Whelan2015_D20	Gene_0380	Q8R3L2.2	RecName: Full=Transcription factor 25; Short=TCF-25; AltName: Full=Nuclear localized protein 1	2
Whelan2015_D20	Gene_0384	Q0P4C4.1	RecName: Full=Dephospho-CoA kinase domain-containing protein	1
Whelan2015_D20	Gene_0390	Q8CHJ0.3	RecName: Full=Phosphatidylinositol glycan anchor biosynthesis class U protein; AltName: Full=Cell division cycle protein 91-like 1; Short=Protein CDC91-like 1; AltName: Full=GPI transamidase component PIG-U	4
Whelan2015_D20	Gene_0394	A5A779.1	RecName: Full=Geranylgeranyl transferase type-2 subunit alpha; AltName: Full=Geranylgeranyl transferase type II subunit alpha; AltName: Full=Rab geranyl-geranyltransferase subunit alpha; Short=Rab GG transferase alpha; Short=Rab GGTase alpha; AltName: Full=Rab geranylgeranyltransferase subunit alpha	1
Whelan2015_D20	Gene_0395	Q9W462.1	RecName: Full=Ubiquitin carboxyl-terminal hydrolase 30 homolog; Short=dUSP30; AltName: Full=Deubiquitinating enzyme 30 homolog; AltName: Full=Ubiquitin thioesterase 30 homolog; AltName: Full=Ubiquitin-specific-processing protease 30 homolog; Short=Ub-specific protease 30 homolog	2
